id,Age,Department,JobRole,Gender,Attrition,MonthlyIncome,PerformanceRating,YearsAtCompany
513,36,Sales,Sales Executive,Male,0,7596,3,10
514,30,Research & Development,Research Scientist,Male,1,2285,4,1
515,37,Research & Development,Laboratory Technician,Female,0,3034,3,18
516,40,Sales,Sales Executive,Female,0,5715,3,5
517,42,Research & Development,Laboratory Technician,Female,0,2576,3,5
518,37,Research & Development,Manufacturing Director,Male,0,4197,3,1
520,43,Human Resources,Research Director,Male,0,14336,3,25
521,40,Research & Development,Laboratory Technician,Female,0,3448,4,1
523,34,Sales,Sales Executive,Female,0,6538,3,3
524,31,Research & Development,Manufacturing Director,Female,0,4306,3,13
525,43,Research & Development,Laboratory Technician,Unknown,0,2258,4,3
526,43,Research & Development,Healthcare Representative,Male,0,4522,3,5
527,25,Sales,Sales Executive,Female,0,4487,3,5
529,37,Research & Development,Research Scientist,Female,0,4449,3,13
530,31,Research & Development,Laboratory Technician,Male,0,2218,3,4
532,56,Sales,Sales Executive,Female,0,13212,3,7
533,30,Sales,Sales Executive,Female,0,6577,3,5
534,41,Sales,Sales Executive,Female,0,8392,3,10
536,28,Research & Development,Laboratory Technician,Male,0,4558,3,10
538,25,Research & Development,Laboratory Technician,Unknown,1,4031,3,2
543,52,Research & Development,Manufacturing Director,Male,0,7969,3,5
544,45,Research & Development,Research Scientist,Male,0,2654,4,2
547,42,Research & Development,Research Scientist,Female,0,4556,3,5
548,30,Research & Development,Manufacturing Director,Female,0,6091,4,5
550,35,Research & Development,Manufacturing Director,Female,0,4810,3,10
551,42,Research & Development,Healthcare Representative,Female,0,4523,3,6
554,24,Sales,Sales Representative,Female,1,3202,3,5
555,34,Sales,Sales Representative,Female,1,2351,3,2
556,38,Research & Development,Laboratory Technician,Male,0,1702,4,1
560,26,Research & Development,Research Scientist,Female,0,2886,4,3
562,30,Research & Development,Laboratory Technician,Male,0,2097,3,5
564,29,Sales,Research Director,Male,0,11935,3,10
565,29,Human Resources,Research Scientist,Female,1,2546,3,2
566,19,Sales,Human Resources,Male,1,2564,3,1
567,30,Sales,Sales Executive,Female,0,8412,3,9
568,57,Sales,Manager,Male,0,14118,3,1
571,30,Research & Development,Laboratory Technician,Female,0,2564,3,11
573,60,Sales,Sales Executive,Female,0,10266,3,18
574,47,Research & Development,Manufacturing Director,Female,0,5070,3,5
577,35,Human Resources,Laboratory Technician,Male,0,4230,3,5
578,54,IT,Laboratory Technician,Female,0,3780,3,1
579,34,Sales,Research Scientist,Male,0,2768,3,7
580,46,Sales,Sales Executive,Female,0,9071,3,3
581,31,Research & Development,Manufacturing Director,Male,0,10648,4,13
582,33,Research & Development,Manager,Male,1,13610,3,7
584,33,Research & Development,Laboratory Technician,Male,1,3408,3,4
585,30,Sales,Sales Representative,Male,0,2983,3,3
586,35,Research & Development,Healthcare Representative,Male,0,7632,3,8
587,31,Human Resources,Healthcare Representative,Male,1,9824,3,1
590,34,IT,Human Resources,Male,1,9950,3,3
591,42,Research & Development,Laboratory Technician,Male,0,2093,3,2
592,36,Sales,Sales Executive,Unknown,0,9980,3,10
593,22,Research & Development,Laboratory Technician,Male,1,3894,3,2
595,48,Sales,Sales Executive,Female,0,4051,3,9
599,41,Sales,Sales Executive,Male,0,6230,3,14
600,35,Sales,Sales Executive,Male,0,4717,3,11
601,40,Research & Development,Manufacturing Director,Female,0,13237,3,20
602,39,Research & Development,Laboratory Technician,Female,0,3755,3,8
604,31,Sales,Sales Executive,Male,0,6582,3,6
605,42,Research & Development,Manufacturing Director,Male,0,7406,4,10
606,45,Sales,Sales Executive,Male,0,4805,3,8
608,26,Human Resources,Human Resources,Female,1,2741,3,7
611,29,Research & Development,Manufacturing Director,Male,0,4262,3,3
613,31,Sales,Manager,Unknown,0,11557,4,5
614,18,Sales,Sales Representative,Male,1,1878,3,0
615,40,Sales,Sales Executive,Male,0,10932,3,1
616,41,Research & Development,Healthcare Representative,Female,0,6811,3,8
618,26,Sales,Sales Executive,Male,0,4306,3,0
620,35,Sales,Sales Executive,Female,0,4859,3,5
621,34,Unknown,Sales Executive,Male,0,5337,3,10
622,35,Research & Development,Laboratory Technician,Male,1,2340,3,1
623,37,Research & Development,Manufacturing Director,Female,0,7491,3,6
624,46,Research & Development,Healthcare Representative,Female,0,10527,3,2
626,37,Sales,Sales Executive,Male,0,8834,3,9
630,52,Research & Development,Research Scientist,Male,0,5577,3,10
631,32,Sales,Sales Executive,Male,1,4707,3,4
632,24,Sales,Sales Representative,Female,0,2400,3,2
634,38,Research & Development,Healthcare Representative,Female,0,9824,3,1
635,37,Human Resources,Manufacturing Director,Female,0,6447,3,6
639,24,Research & Development,Research Scientist,Male,0,2725,3,6
641,26,Sales,Sales Executive,Male,0,6272,4,5
643,24,Research & Development,Laboratory Technician,Male,0,2127,4,1
645,25,Sales,Sales Representative,Male,0,2096,3,7
647,24,Research & Development,Laboratory Technician,Female,1,2886,3,6
648,30,Sales,Sales Representative,Male,1,2033,3,1
649,34,Research & Development,Research Scientist,Male,0,3622,3,6
650,31,Sales,Sales Executive,Male,1,4233,3,3
652,35,Research & Development,Laboratory Technician,Male,0,3681,3,3
653,31,Sales,Sales Executive,Male,0,5460,4,7
655,27,IT,Research Scientist,Female,0,2187,3,5
656,35,Sales,Sales Executive,Male,0,9602,3,3
657,20,Research & Development,Research Scientist,Female,0,2836,3,1
659,42,Research & Development,Healthcare Representative,Female,0,4089,3,10
662,35,Research & Development,Research Scientist,Female,0,2619,3,0
663,43,Research & Development,Laboratory Technician,Female,0,5679,3,8
665,44,Sales,Human Resources,Female,0,5985,3,2
666,34,Sales,Sales Representative,Female,0,2579,3,8
667,27,Sales,Sales Representative,Male,1,3041,3,4
669,21,Sales,Sales Representative,Male,0,3447,3,3
675,22,IT,Research Scientist,Male,0,2773,4,2
677,33,Sales,Sales Executive,Male,0,7104,3,5
679,32,Research & Development,Research Scientist,Male,0,6322,3,6
680,35,Human Resources,Research Scientist,Male,0,2083,4,1
682,53,Sales,Sales Executive,Female,0,8381,4,14
683,34,Human Resources,Research Scientist,Male,0,2691,3,10
684,45,Sales,Sales Executive,Female,1,4286,3,1
686,26,Research & Development,Laboratory Technician,Female,0,2659,3,3
689,37,Research & Development,Manufacturing Director,Male,0,9434,3,10
690,29,Sales,Sales Executive,Female,0,5561,3,6
691,35,Sales,Research Scientist,Male,0,6646,3,17
692,33,Research & Development,Healthcare Representative,Male,0,7725,4,13
698,54,Human Resources,Human Resources,Male,0,10725,3,9
699,36,Research & Development,Manufacturing Director,Male,0,8847,3,3
700,27,Research & Development,Research Scientist,Male,0,2045,3,4
701,20,Research & Development,Research Scientist,Female,1,1009,3,1
702,33,Research & Development,Research Scientist,Male,1,3348,3,10
704,35,Human Resources,Laboratory Technician,Male,0,1281,3,1
705,23,Human Resources,Research Scientist,Male,0,2819,3,3
707,25,Sales,Sales Executive,Male,0,4851,4,3
709,38,Sales,Sales Executive,Female,0,4028,4,7
710,29,Research & Development,Research Scientist,Female,0,2720,3,10
712,48,Sales,Sales Executive,Male,0,8120,3,2
714,27,Sales,Sales Executive,Female,0,4647,4,6
715,37,Research & Development,Research Scientist,Male,0,4680,3,1
716,50,Human Resources,Laboratory Technician,Male,0,3221,3,20
717,34,Research & Development,Healthcare Representative,Female,0,8621,3,8
720,24,Sales,Sales Executive,Female,1,4577,3,2
721,39,Research & Development,Healthcare Representative,Female,0,4553,3,20
722,32,Sales,Sales Executive,Male,0,5396,3,10
723,50,Sales,Sales Executive,Female,1,6796,3,4
724,38,Research & Development,Healthcare Representative,Female,0,7625,3,9
725,27,Human Resources,Manufacturing Director,Female,0,7412,3,9
727,32,Research & Development,Research Director,Female,0,11159,3,7
728,47,Sales,Sales Executive,Male,0,4960,3,7
729,40,Sales,Sales Executive,Male,0,10475,4,18
730,35,Research & Development,Research Director,Male,0,14814,3,5
732,60,Sales,Sales Executive,Male,0,5405,3,2
733,27,Research & Development,Manufacturing Director,Male,0,8793,4,9
738,50,Sales,Sales Representative,Male,0,3875,3,2
741,28,Research & Development,Research Scientist,Female,1,2216,3,7
742,36,Research & Development,Research Director,Female,0,11713,3,8
743,38,Research & Development,Manufacturing Director,Female,0,7861,3,1
744,44,Research & Development,Laboratory Technician,Female,0,3708,3,5
746,47,Sales,Sales Executive,Female,0,13770,3,22
747,30,Unknown,Sales Executive,Male,0,5304,4,8
749,29,Sales,Sales Representative,Male,0,2642,3,1
752,42,Human Resources,Research Scientist,Male,1,2759,3,2
754,43,Sales,Sales Executive,Male,0,6804,3,2
757,34,Research & Development,Healthcare Representative,Male,0,6142,3,5
758,23,IT,Laboratory Technician,Male,0,2500,3,4
760,39,Human Resources,Human Resources,Female,0,6389,3,8
762,56,Research & Development,Healthcare Representative,Male,0,11103,3,10
763,40,Research & Development,Research Scientist,Female,0,2342,4,4
764,27,Research & Development,Healthcare Representative,Female,0,6811,3,7
766,29,Sales,Sales Representative,Male,0,2297,3,2
769,53,Research & Development,Laboratory Technician,Female,0,2450,3,2
771,35,Research & Development,Healthcare Representative,Female,0,5093,3,1
772,32,Unknown,Laboratory Technician,Male,0,5309,3,10
773,38,Research & Development,Research Scientist,Male,0,3057,3,1
775,34,Human Resources,Manufacturing Director,Female,0,5121,3,0
780,33,Research & Development,Research Scientist,Female,1,2686,3,10
781,25,Human Resources,Sales Executive,Female,0,6180,4,6
783,35,Sales,Sales Representative,Male,0,6632,3,8
784,23,Sales,Research Scientist,Male,0,3505,3,2
785,47,Sales,Sales Executive,Female,1,6397,3,5
786,34,Sales,Sales Executive,Male,0,6274,4,6
789,36,Sales,Sales Executive,Male,0,7587,3,10
791,52,Research & Development,Research Scientist,Male,0,4258,3,4
792,26,Research & Development,Laboratory Technician,Female,0,4364,3,2
793,29,Research & Development,Healthcare Representative,Female,0,4335,3,8
796,26,Human Resources,Sales Executive,Male,1,5326,3,4
797,34,Research & Development,Research Scientist,Female,0,3280,3,4
799,54,Research & Development,Manufacturing Director,Female,0,5485,3,5
800,27,Sales,Sales Executive,Male,0,4342,3,4
802,37,Research & Development,Research Scientist,Female,0,2782,3,5
803,38,Sales,Manufacturing Director,Female,0,5980,3,15
804,34,Research & Development,Research Scientist,Female,0,4381,3,6
805,35,Sales,Sales Representative,Female,0,2572,3,3
806,30,Research & Development,Laboratory Technician,Male,0,3833,4,2
807,40,Research & Development,Healthcare Representative,Female,0,4244,4,8
808,34,Human Resources,Sales Executive,Female,0,6500,3,3
811,23,Research & Development,Laboratory Technician,Male,1,1601,4,0
812,24,Research & Development,Laboratory Technician,Male,0,2694,3,1
813,52,Research & Development,Laboratory Technician,Female,0,3149,4,5
816,29,Research & Development,Laboratory Technician,Female,1,2319,3,1
817,33,Research & Development,Research Director,Unknown,0,11691,3,13
819,33,Sales,Sales Executive,Female,1,5324,3,3
823,36,Research & Development,Manufacturing Director,Female,0,5228,3,9
824,29,Research & Development,Research Scientist,Male,0,2700,4,10
826,35,Research & Development,Research Scientist,Female,0,2506,3,2
827,42,Research & Development,Manufacturing Director,Female,0,6062,3,4
828,28,Research & Development,Research Scientist,Male,1,4382,3,2
829,36,Human Resources,Human Resources,Male,0,2143,3,5
830,32,Research & Development,Manufacturing Director,Female,0,6162,3,14
832,40,Research & Development,Laboratory Technician,Male,0,5094,3,1
833,35,Research & Development,Manufacturing Director,Female,0,6877,4,0
834,45,IT,Research Scientist,Female,0,2274,3,1
836,42,Human Resources,Manufacturing Director,Male,0,4434,3,9
837,38,IT,Healthcare Representative,Male,0,6288,3,4
838,34,Research & Development,Research Scientist,Female,0,2553,3,5
840,49,Sales,Sales Executive,Male,1,7654,3,9
842,55,Sales,Sales Executive,Male,1,5160,3,9
844,27,Research & Development,Research Director,Male,0,12808,3,9
845,35,Sales,Manufacturing Director,Male,0,10221,4,8
846,28,Sales,Sales Executive,Male,0,4779,4,8
847,34,Human Resources,Human Resources,Male,0,3737,3,3
848,26,Sales,Research Scientist,Female,1,2366,3,8
850,27,Research & Development,Research Scientist,Male,0,1706,3,0
852,44,Research & Development,Healthcare Representative,Male,0,5933,3,5
854,25,Research & Development,Research Scientist,Male,0,3424,3,4
855,33,Sales,Sales Executive,Male,0,4037,4,9
856,35,Research & Development,Research Scientist,Female,0,2559,3,6
857,36,Sales,Sales Executive,Male,0,6201,3,18
859,32,Sales,Sales Executive,Male,0,4403,3,5
861,30,Research & Development,Research Scientist,Male,0,3761,3,5
862,53,Sales,Sales Executive,Male,0,10934,3,5
864,45,Sales,Sales Executive,Female,0,10761,3,5
865,32,Research & Development,Research Scientist,Female,0,5175,3,5
867,52,Research & Development,Manufacturing Director,Female,0,13826,4,9
868,37,Sales,Sales Executive,Male,0,6334,3,1
869,28,Human Resources,Human Resources,Male,0,4936,3,5
872,22,Research & Development,Manufacturing Director,Male,0,4775,4,2
874,44,Research & Development,Laboratory Technician,Male,0,2818,4,3
875,42,IT,Research Scientist,Male,0,2515,3,2
878,36,Human Resources,Human Resources,Male,0,2342,4,5
879,25,Sales,Sales Executive,Male,0,4194,3,5
880,35,Research & Development,Manufacturing Director,Female,0,10685,4,17
881,35,Research & Development,Research Scientist,Female,1,2022,3,10
882,32,Research & Development,Laboratory Technician,Male,0,2314,3,3
885,25,Sales,Sales Executive,Male,0,4256,3,5
887,49,Research & Development,Research Scientist,Female,0,3580,3,4
888,24,Research & Development,Laboratory Technician,Female,0,3162,3,5
889,32,Sales,Sales Executive,Male,0,6524,3,10
893,38,Sales,Sales Representative,Male,0,2899,3,2
894,42,Sales,Laboratory Technician,Female,0,5231,3,5
895,31,Research & Development,Research Scientist,Male,0,2356,3,6
896,29,Sales,Sales Representative,Female,1,2800,3,3
897,53,Sales,Sales Executive,Male,0,11836,3,2
899,35,Research & Development,Manufacturing Director,Male,0,10903,3,13
900,37,Sales,Sales Representative,Female,0,2973,3,5
901,53,Research & Development,Research Director,Female,0,14275,3,12
902,43,Human Resources,Healthcare Representative,Female,0,5562,3,5
903,47,Sales,Sales Executive,Male,0,4537,4,7
904,37,Sales,Sales Executive,Male,0,7642,3,10
909,39,Human Resources,Human Resources,Female,0,5204,3,5
910,33,Human Resources,Human Resources,Male,0,2277,3,4
911,32,Research & Development,Laboratory Technician,Male,1,2795,4,1
912,29,Research & Development,Laboratory Technician,Female,0,2532,3,4
913,44,Research & Development,Research Scientist,Female,0,2559,3,8
916,28,Sales,Sales Executive,Male,0,4908,3,4
918,58,Research & Development,Laboratory Technician,Male,1,2380,3,1
920,43,Research & Development,Manufacturing Director,Female,0,4765,4,1
922,20,Sales,Sales Representative,Female,1,2044,3,2
923,21,Research & Development,Research Scientist,Female,1,2693,3,1
924,36,Research & Development,Healthcare Representative,Male,0,6586,3,16
925,47,Sales,Sales Representative,Female,0,3294,3,3
926,22,Research & Development,Manufacturing Director,Female,1,4171,3,3
927,41,Research & Development,Laboratory Technician,Unknown,1,2778,3,7
930,28,Research & Development,Research Scientist,Female,0,2377,3,2
932,39,Research & Development,Laboratory Technician,Unknown,1,2404,4,2
933,27,Research & Development,Research Scientist,Female,0,2318,3,1
934,34,Human Resources,Laboratory Technician,Male,0,2008,3,1
936,42,Sales,Sales Executive,Female,0,6244,3,5
939,33,Research & Development,Research Scientist,Female,0,2799,3,3
940,35,Research & Development,Healthcare Representative,Female,0,10552,3,6
941,31,Sales,Sales Representative,Male,0,2329,3,7
942,35,Research & Development,Healthcare Representative,Female,0,4014,4,10
944,49,Research & Development,Laboratory Technician,Unknown,0,7403,3,26
945,48,Research & Development,Research Scientist,Male,0,2259,3,0
947,31,Sales,Sales Executive,Female,0,6932,3,9
949,36,Research & Development,Research Scientist,Male,0,4678,3,6
950,38,Research & Development,Research Director,Female,0,13582,3,15
951,32,Human Resources,Laboratory Technician,Female,0,2332,4,3
952,25,Sales,Sales Representative,Male,1,2413,3,1
954,40,Sales,Sales Executive,Male,0,9705,3,1
956,26,Sales,Sales Executive,Male,0,4294,3,7
957,41,Research & Development,Laboratory Technician,Male,0,4721,3,18
958,36,Research & Development,Laboratory Technician,Male,0,2519,4,11
959,19,Sales,Sales Representative,Female,1,2121,3,1
960,20,Sales,Laboratory Technician,Male,1,2973,3,1
961,31,Human Resources,Healthcare Representative,Female,0,5855,3,9
964,40,Research & Development,Research Scientist,Male,0,3617,3,1
966,32,Research & Development,Manufacturing Director,Female,0,6725,3,8
967,36,Sales,Sales Executive,Male,1,10325,3,16
969,33,Sales,Healthcare Representative,Female,0,6949,3,5
970,37,Sales,Sales Executive,Male,1,10609,3,14
972,45,Research & Development,Laboratory Technician,Male,0,4447,3,9
974,35,Sales,Sales Representative,Female,0,2157,3,3
975,35,Sales,Sales Executive,Female,0,4601,3,5
977,58,Unknown,Research Scientist,Male,1,2479,4,1
981,53,IT,Manager,Male,0,14852,3,17
982,30,Sales,Sales Executive,Male,0,7264,3,8
983,38,Sales,Sales Executive,Female,0,5666,3,5
984,35,Sales,Sales Executive,Male,0,7823,3,10
985,39,Sales,Sales Executive,Female,0,7880,3,8
986,40,Sales,Sales Executive,Female,1,13194,3,1
987,47,Research & Development,Manufacturing Director,Male,0,5067,3,19
990,36,Sales,Sales Executive,Male,0,5079,3,7
991,31,Research & Development,Research Scientist,Male,1,2321,4,3
994,29,Research & Development,Research Scientist,Female,1,2404,4,0
995,33,Research & Development,Research Scientist,Female,0,3452,3,3
996,45,Research & Development,Laboratory Technician,Female,0,2270,3,5
998,33,Research & Development,Healthcare Representative,Female,0,5488,3,6
1001,27,Sales,Laboratory Technician,Female,0,2811,3,2
1002,45,Research & Development,Laboratory Technician,Male,0,3633,3,9
1003,47,Sales,Sales Executive,Female,0,4163,3,9
1004,30,Research & Development,Research Scientist,Female,1,2132,3,5
1005,50,Research & Development,Manufacturing Director,Male,0,13973,3,12
1006,38,Research & Development,Research Scientist,Male,0,2684,3,2
1007,46,Research & Development,Manufacturing Director,Male,0,10845,3,8
1009,24,Human Resources,Manufacturing Director,Female,0,4377,3,4
1010,35,Research & Development,Laboratory Technician,Male,1,3743,4,4
1011,31,Research & Development,Manufacturing Director,Female,0,4148,3,4
1012,35,Research & Development,Research Scientist,Male,0,1051,3,0
1013,54,Research & Development,Manufacturing Director,Female,0,10739,3,10
1014,35,Research & Development,Healthcare Representative,Female,0,10388,3,16
1015,30,Sales,Research Director,Female,0,11416,3,8
1016,20,Research & Development,Research Scientist,Female,1,2600,3,1
1017,30,Research & Development,Laboratory Technician,Female,1,2422,3,3
1018,26,Research & Development,Manufacturing Director,Female,0,5472,3,8
1019,22,Research & Development,Laboratory Technician,Male,0,2451,3,4
1022,35,Research & Development,Healthcare Representative,Male,0,4240,3,2
1024,48,Research & Development,Healthcare Representative,Male,0,10999,3,15
1025,41,Research & Development,Manufacturing Director,Female,0,5003,3,2
1026,39,Research & Development,Manufacturing Director,Female,0,12742,3,21
1027,27,Research & Development,Manufacturing Director,Female,0,4227,3,3
1028,35,Research & Development,Laboratory Technician,Male,0,3917,4,3
1030,50,IT,Laboratory Technician,Male,0,2380,3,1
1032,59,Research & Development,Manufacturing Director,Female,0,13726,3,5
1033,37,Research & Development,Healthcare Representative,Female,1,4777,3,1
1034,55,Research & Development,Healthcare Representative,Male,0,6385,3,8
1036,38,Sales,Sales Executive,Male,0,6861,3,1
1037,35,Sales,Sales Executive,Male,1,4969,3,2
1039,44,Sales,Sales Executive,Female,0,13320,3,12
1040,50,Sales,Sales Executive,Female,0,6347,3,18
1042,36,Research & Development,Laboratory Technician,Female,1,2743,3,17
1043,35,Research & Development,Manufacturing Director,Female,0,10880,3,21
1044,33,Sales,Sales Representative,Female,0,2342,3,2
1046,32,Research & Development,Laboratory Technician,Female,0,4025,3,8
1047,34,Human Resources,Sales Executive,Male,0,9725,3,15
1048,59,Sales,Manager,Male,0,11904,3,6
1049,35,Human Resources,Human Resources,Male,0,2177,3,6
1050,53,Sales,Sales Executive,Female,0,7525,3,15
1052,36,Research & Development,Laboratory Technician,Male,1,4834,3,1
1053,35,Research & Development,Research Scientist,Male,1,2042,3,3
1055,34,Unknown,Sales Representative,Female,0,2220,3,1
1056,28,Sales,Sales Representative,Male,0,1052,4,1
1060,38,Research & Development,Research Scientist,Male,0,2821,3,2
1062,37,Research & Development,Healthcare Representative,Female,0,4107,3,4
1066,40,Sales,Sales Executive,Male,0,8396,3,7
1068,26,Research & Development,Research Scientist,Female,0,2007,3,5
1070,54,Sales,Sales Executive,Female,0,10686,3,9
1071,56,Research & Development,Research Scientist,Female,0,2942,3,5
1073,36,Research & Development,Manufacturing Director,Female,0,8858,3,14
1076,43,Sales,Sales Executive,Male,0,10798,3,1
1077,20,Sales,Sales Representative,Female,1,2323,3,2
1079,21,Research & Development,Laboratory Technician,Female,1,1416,3,1
1080,46,Research & Development,Research Scientist,Female,0,4615,4,16
1081,51,IT,Research Scientist,Male,1,2461,3,10
1082,28,Research & Development,Healthcare Representative,Male,1,8722,3,10
1083,26,Research & Development,Laboratory Technician,Male,0,3955,3,5
1084,30,Research & Development,Manufacturing Director,Male,0,9957,3,6
1085,41,Research & Development,Research Scientist,Female,0,3376,3,10
1088,38,Research & Development,Healthcare Representative,Female,0,8823,3,19
1092,40,Research & Development,Healthcare Representative,Male,0,10322,4,11
1094,27,Human Resources,Laboratory Technician,Female,0,4621,3,3
1096,55,Research & Development,Manufacturing Director,Female,0,10976,3,3
1097,28,Research & Development,Research Scientist,Female,0,3660,3,8
1098,44,Sales,Human Resources,Male,1,10482,3,20
1099,33,Research & Development,Healthcare Representative,Male,0,7119,3,3
1100,35,Sales,Sales Executive,Male,1,9582,4,8
1101,33,Research & Development,Research Scientist,Female,1,4508,4,13
1102,28,Research & Development,Laboratory Technician,Male,0,2207,3,4
1103,34,Research & Development,Healthcare Representative,Male,0,7756,3,6
1105,37,Sales,Sales Executive,Female,0,6694,3,1
1106,25,IT,Laboratory Technician,Male,1,3691,3,7
1107,26,Human Resources,Laboratory Technician,Male,1,2377,4,1
1108,35,Research & Development,Research Scientist,Male,1,2313,4,2
1111,28,Research & Development,Laboratory Technician,Male,1,2596,3,1
1113,50,Sales,Sales Executive,Male,1,4728,3,0
1114,33,Sales,Sales Executive,Female,0,4302,3,3
1115,34,IT,Research Scientist,Male,0,2979,3,0
1117,45,Sales,Sales Executive,Female,0,5593,3,15
1118,52,Research & Development,Healthcare Representative,Male,0,10445,3,8
1119,35,Sales,Sales Executive,Male,0,8740,3,8
1120,29,Research & Development,Research Scientist,Female,0,2514,4,7
1121,28,Human Resources,Manufacturing Director,Female,0,7655,3,9
1125,38,Sales,Sales Executive,Male,0,7351,3,1
1126,43,Research & Development,Manufacturing Director,Female,0,10820,3,8
1127,39,Research & Development,Healthcare Representative,Male,1,12169,3,18
1131,21,Research & Development,Research Scientist,Female,0,2070,3,2
1132,35,Research & Development,Laboratory Technician,Male,0,6782,3,5
1133,36,Research & Development,Manufacturing Director,Male,0,7779,4,11
1135,31,Sales,Sales Representative,Male,0,2791,3,2
1136,28,Research & Development,Research Scientist,Male,0,3201,3,5
1137,35,Sales,Sales Executive,Male,0,4968,3,5
1138,49,Sales,Sales Executive,Male,0,13120,3,9
1140,34,Research & Development,Manufacturing Director,Male,0,4033,3,3
1143,29,Research & Development,Research Scientist,Female,0,3291,3,7
1148,42,Research & Development,Laboratory Technician,Male,0,4272,3,1
1150,29,Research & Development,Manufacturing Director,Female,0,5056,3,10
1152,38,Human Resources,Human Resources,Male,0,2844,3,7
1154,28,Research & Development,Research Scientist,Unknown,0,2703,3,3
1156,18,Research & Development,Laboratory Technician,Male,1,1904,3,0
1157,33,Sales,Sales Executive,Female,1,8224,3,5
1158,41,Sales,Laboratory Technician,Male,0,4766,3,1
1160,35,Research & Development,Laboratory Technician,Male,1,2610,3,2
1161,37,Research & Development,Healthcare Representative,Female,0,5731,3,6
1162,35,Unknown,Research Scientist,Male,0,2539,3,4
1163,34,Sales,Sales Executive,Female,0,5714,4,6
1164,35,Human Resources,Human Resources,Male,0,4323,3,5
1165,29,Unknown,Sales Executive,Female,1,7336,3,11
1166,40,Human Resources,Research Director,Female,0,13499,3,18
1167,42,Sales,Sales Executive,Male,1,13758,3,21
1171,42,Sales,Sales Executive,Male,0,5155,3,6
1172,35,Research & Development,Laboratory Technician,Male,0,2258,3,8
1173,24,Research & Development,Laboratory Technician,Male,0,3597,4,4
1175,28,Research & Development,Laboratory Technician,Female,1,2515,3,1
1177,26,Research & Development,Laboratory Technician,Female,0,4420,4,8
1179,30,Sales,Sales Executive,Female,0,6578,3,10
1180,40,Research & Development,Research Scientist,Female,0,4422,3,1
1182,35,Human Resources,Manufacturing Director,Unknown,0,10274,3,7
1184,34,Research & Development,Healthcare Representative,Male,0,5343,4,13
1185,35,Research & Development,Laboratory Technician,Male,0,2376,3,2
1188,43,Sales,Sales Executive,Female,1,5346,3,4
1190,32,Human Resources,Sales Representative,Female,0,2827,3,1
1192,29,Research & Development,Laboratory Technician,Female,0,3131,3,10
1193,19,Research & Development,Research Scientist,Male,0,2552,4,1
1195,45,Research & Development,Research Scientist,Female,0,4477,3,3
1196,37,Research & Development,Manufacturing Director,Female,0,6474,3,14
1198,20,Research & Development,Laboratory Technician,Unknown,0,3033,3,2
1200,44,Research & Development,Research Scientist,Male,1,2936,3,6
1202,29,Research & Development,Research Scientist,Female,0,2168,3,5
1203,22,Research & Development,Research Scientist,Male,1,2853,3,0
1206,44,Research & Development,Research Scientist,Male,0,2290,3,0
1207,33,Sales,Human Resources,Male,0,3600,3,5
1210,35,Research & Development,Research Scientist,Female,1,2107,3,1
1211,30,Sales,Sales Executive,Male,0,4115,3,4
1212,40,Human Resources,Sales Executive,Male,0,4327,3,0
1216,28,Research & Development,Laboratory Technician,Male,0,3196,3,6
1218,35,IT,Sales Executive,Male,0,8966,3,7
1219,24,Research & Development,Laboratory Technician,Female,1,2210,3,1
1220,33,Sales,Sales Executive,Female,0,4539,3,10
1221,36,Research & Development,Laboratory Technician,Male,0,2741,3,7
1224,30,Unknown,Laboratory Technician,Male,0,3491,3,10
1225,44,Human Resources,Research Scientist,Male,0,4541,4,20
1226,35,Sales,Sales Representative,Male,0,2678,3,2
1228,46,Research & Development,Manufacturing Director,Male,0,7379,3,6
1231,42,Human Resources,Human Resources,Male,0,6272,3,4
1233,60,Sales,Sales Executive,Male,0,5220,3,11
1234,32,Research & Development,Laboratory Technician,Female,0,2743,4,2
1235,32,Sales,Research Scientist,Female,0,4998,3,8
1237,36,Research & Development,Manufacturing Director,Female,0,10252,4,7
1238,33,Research & Development,Research Scientist,Male,0,2781,3,14
1239,40,Sales,Sales Executive,Female,0,6852,3,5
1240,25,Sales,Sales Executive,Male,0,4950,3,4
1241,30,Unknown,Research Scientist,Male,0,3579,4,11
1242,35,Research & Development,Research Director,Female,0,13191,3,1
1243,35,Sales,Sales Executive,Female,0,10377,3,13
1244,27,Research & Development,Research Scientist,Male,0,2235,3,9
1245,54,Research & Development,Manufacturing Director,Female,0,10502,3,5
1246,44,Research & Development,Research Scientist,Female,0,2011,3,10
1248,19,Research & Development,Research Scientist,Female,1,1859,4,1
1249,29,Research & Development,Research Scientist,Female,0,3760,3,3
1251,31,Research & Development,Healthcare Representative,Male,0,6833,3,6
1252,31,Unknown,Healthcare Representative,Male,0,6812,3,10
1254,35,Unknown,Sales Executive,Female,0,5171,3,6
1257,36,Research & Development,Research Scientist,Male,0,3692,3,11
1258,48,Research & Development,Laboratory Technician,Male,0,2559,3,1
1259,27,Research & Development,Research Scientist,Male,0,2517,3,5
1260,29,Sales,Healthcare Representative,Male,0,6623,3,6
1265,34,Research & Development,Research Scientist,Female,0,2585,3,1
1268,33,Sales,Sales Executive,Male,0,8380,3,9
1269,19,Research & Development,Research Scientist,Female,0,2994,3,1
1270,23,Research & Development,Research Scientist,Male,0,1223,4,1
